name	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
Marichromatium_purpuratum	0	0	0	0	0	0	0	0	1.27E-06	0	0	2.18E-06	0	6.50E-07	1.02E-06	0	9.02E-06	0	0	0	8.33E-07	0	0	0	0	0	0	0	0	0
Nitrosococcus_halophilus	5.12E-07	7.05E-07	8.61E-07	0	0	0	2.93E-07	0	1.69E-06	7.72E-07	0	2.91E-06	0	0	0	4.81E-07	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	6.71E-07
Nitrosococcus_oceani	6.97E-05	0.000146657	5.97E-05	0.000119267	7.81E-05	0.000111767	1.32E-05	0.000302864	3.43E-05	0.000171452	0.000121086	0.000130281	7.78E-05	3.54E-05	6.30E-05	3.80E-05	0.000230508	0.000551825	0.000413121	7.62E-05	0.000210425	1.59E-05	2.97E-05	3.14E-05	2.94E-05	0.000110546	3.22E-05	2.60E-05	9.42E-05	0.000366155
Nitrosococcus_wardiae	0	0	0	5.50E-07	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	1.12E-06	0	0	0	0	0	0	0	0	0	0
Nitrosococcus_watsonii	1.02E-06	0	0	5.50E-07	1.01E-06	0	0	0	4.23E-07	2.32E-06	0	0	0	0	5.12E-07	0	8.20E-07	0	1.53E-06	3.36E-06	0	0	4.37E-07	0	3.23E-07	2.03E-06	1.09E-06	0	9.86E-07	0
Rheinheimera_mangrovi	0	0	0	1.10E-06	0	1.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rheinheimera_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12E-05	0	0	0	0	0	0	0
Rheinheimera_sp._D18	0	7.76E-06	1.15E-06	0	4.03E-06	0	2.93E-07	0	3.38E-06	0	0	5.09E-06	1.76E-06	0	0	0	0	0	0	7.28E-06	3.75E-06	2.36E-06	2.18E-06	6.21E-06	0	1.17E-05	1.37E-06	6.68E-07	1.28E-05	5.36E-06
Rheinheimera_sp._F8	0	0	5.74E-07	0	0	0	0	0	0	0	0	0	0	0	5.12E-07	0	0	0	0	5.60E-07	0	0	0	3.45E-07	0	0	0	0	0	0
Thermochromatium_tepidum	0	1.41E-06	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94E-06	1.52E-06	0	0	0	0
Thiocapsa_bogorovii	2.56E-06	7.76E-06	0	5.50E-06	3.02E-06	1.06E-06	1.76E-06	3.96E-06	2.12E-06	1.47E-05	6.10E-07	6.55E-06	7.55E-07	6.50E-07	3.07E-06	2.88E-06	1.07E-05	4.56E-06	4.60E-06	5.04E-06	8.33E-07	0	1.31E-06	2.41E-06	9.70E-07	3.55E-06	2.19E-06	1.00E-06	4.93E-06	7.38E-06
Thiocapsa_sp.	5.12E-07	0	0	5.50E-07	5.04E-07	5.32E-07	1.17E-06	0	8.46E-07	7.72E-07	6.10E-07	1.46E-06	0	3.25E-07	5.12E-07	0	0	5.69E-07	5.11E-07	0	4.17E-07	0	1.31E-06	6.89E-07	6.46E-07	5.07E-07	5.47E-07	0	1.48E-06	0
uncultured_Thiocapsa_sp.	0	0	0	0	0	0	0	0	0	0	0	0.000342078	0	0	0	0	0	0	0	0	9.58E-05	0	0	0	0	0	0	0	0	0
Thiococcus_pfennigii	0	0	0	0	0	0	0	0	0	1.31E-05	0	0	0	1.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiocystis_violascens	0	7.05E-07	5.74E-07	5.50E-07	0	1.60E-06	0	0	0	1.54E-06	0	7.28E-07	0	0	5.12E-07	0	1.64E-06	5.69E-07	2.04E-06	1.68E-06	0	0	0	6.89E-07	0	0	0	0	1.48E-06	2.68E-06
Candidatus_Thiodictyon_syntrophicum	1.54E-06	2.12E-06	8.61E-07	0	5.04E-07	5.32E-07	0	0	0	0	0	7.28E-07	0	9.75E-07	0	0	1.64E-06	0	5.11E-07	0	1.25E-06	0	0	0	1.29E-06	5.07E-07	8.20E-07	6.68E-07	9.86E-07	6.71E-07
Thioflavicoccus_mobilis	2.56E-05	7.61E-05	2.07E-05	4.78E-05	4.33E-05	3.73E-05	1.11E-05	2.86E-05	1.95E-05	9.42E-05	1.31E-05	7.06E-05	1.28E-05	1.46E-05	5.28E-05	4.09E-05	8.70E-05	4.04E-05	4.24E-05	3.92E-05	2.42E-05	5.91E-06	1.40E-05	1.10E-05	9.70E-06	2.99E-05	9.02E-06	1.84E-05	3.35E-05	7.04E-05
Thiohalocapsa_sp._PB-PSB1	4.30E-05	7.47E-05	2.04E-05	5.44E-05	3.98E-05	4.10E-05	1.52E-05	2.64E-05	7.62E-06	7.57E-05	1.68E-05	7.86E-05	1.41E-05	1.88E-05	4.71E-05	2.21E-05	8.70E-05	4.10E-05	3.57E-05	4.54E-05	3.04E-05	4.56E-06	6.11E-06	1.83E-05	2.00E-05	4.51E-05	1.45E-05	1.84E-05	3.65E-05	5.16E-05
Chromatiaceae_bacterium	0	0	0	0	0	0	1.47E-06	0	0	0	9.15E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03E-06	0	0	0	0
Chromatiaceae_bacterium_2141T.STBD.0c.01a	1.54E-05	6.84E-05	1.61E-05	6.87E-05	1.86E-05	3.19E-05	1.08E-05	2.55E-05	1.35E-05	8.34E-05	1.46E-05	8.95E-05	8.56E-06	1.17E-05	4.97E-05	1.73E-05	8.45E-05	2.85E-05	1.84E-05	3.25E-05	5.83E-06	1.69E-06	7.86E-06	1.65E-05	1.36E-05	2.33E-05	1.53E-05	9.68E-06	2.47E-05	4.49E-05
uncultured_Chromatiaceae_bacterium	0.000927519	0.000141721	5.74E-05	0.000137405	0.001337007	0.001047412	0.000179453	7.52E-05	0.00022975	0.000381519	0	0	7.91E-05	0.000211856	0	0.000120672	0.000358477	0	0.000106216	0.000639769	0.000136672	4.83E-05	9.39E-05	0.000375076	0.000269912	0.001036497	0.00041758	0.000229308	0.001207672	0
Acidihalobacter_aeolianus	0	4.16E-05	9.18E-06	2.53E-05	0	3.73E-06	0	4.84E-05	0	6.18E-06	9.46E-06	2.18E-06	0	9.75E-07	1.18E-05	0	9.02E-06	6.89E-05	2.81E-05	3.36E-06	8.33E-06	1.18E-06	0	1.38E-06	9.70E-07	7.10E-06	0	0	2.47E-06	3.55E-05
Acidihalobacter_ferrooxydans	1.90E-05	1.69E-05	3.73E-06	8.24E-06	1.11E-05	9.05E-06	1.47E-06	7.03E-06	1.14E-05	6.95E-05	3.66E-06	4.95E-05	2.01E-06	2.27E-06	2.05E-06	1.63E-05	3.61E-05	7.40E-06	6.64E-06	1.34E-05	5.00E-06	6.76E-07	1.27E-05	5.17E-06	2.26E-06	2.03E-06	1.37E-06	6.01E-06	3.45E-06	8.72E-06
Acidihalobacter_yilgarnensis	2.56E-06	2.40E-05	8.61E-07	8.24E-06	4.53E-06	1.06E-06	1.17E-06	2.64E-06	1.27E-06	1.85E-05	9.15E-07	8.01E-06	2.77E-06	2.27E-06	5.12E-06	8.17E-06	5.74E-06	1.59E-05	5.62E-06	5.04E-06	7.50E-06	6.76E-07	3.06E-06	0	9.70E-07	4.56E-06	2.19E-06	2.34E-06	4.44E-06	1.74E-05
Alkalilimnicola_ehrlichii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquisalimonas_sp._2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-07	5.11E-07	0	0	0	0	0	0	0	0	0	0	0
Ectothiorhodospira_haloalkaliphila	1.02E-06	0	4.59E-06	5.50E-07	1.51E-06	3.73E-06	5.86E-07	2.20E-06	8.46E-07	5.41E-06	1.22E-06	7.28E-07	2.01E-06	0	5.12E-07	1.44E-06	2.46E-06	3.99E-06	2.04E-06	1.68E-06	6.25E-06	3.38E-07	0	1.38E-06	2.59E-06	5.07E-07	2.73E-07	3.34E-07	0	2.68E-06
Ectothiorhodospira_sp._BSL-9	0	4.94E-06	0	4.40E-06	0	0	0	0	0	0	0	0	0	0	5.12E-07	0	0	1.14E-06	5.11E-07	0	0	0	4.37E-07	0	0	0	5.47E-07	0	0	0
Halorhodospira_halochloris	0	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spiribacter_curvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-07	0	0	0	0	0	0	0	0
Spiribacter_sp._E85	0	1.41E-06	0	0	0	0	0	0	0	0	0	2.18E-06	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0
Thioalkalivibrio_nitratireducens	0	3.53E-06	0	0	3.02E-06	0	0	0	4.23E-07	7.72E-07	0	0	0	0	0	1.44E-06	0	0	0	0	0	0	0	0	3.23E-07	0	2.73E-07	0	0	4.69E-06
Thioalkalivibrio_paradoxus	0	0	9.18E-06	0	0	0	0	1.32E-06	0	0	4.27E-06	0	0	0	0	0	0	1.82E-05	5.11E-07	0	9.17E-06	0	0	0	0	1.01E-06	0	0	0	2.28E-05
Thioalkalivibrio_sp._K90mix	1.02E-06	0	0	0	0	1.06E-06	2.93E-07	1.76E-06	4.23E-07	0	0	0	0	3.25E-07	0	9.62E-07	0	8.54E-06	2.04E-06	2.24E-06	0	0	0	0	6.46E-07	1.52E-06	0	1.67E-06	0	2.01E-06
Thioalkalivibrio_sulfidiphilus	5.43E-05	3.38E-05	3.59E-05	7.20E-05	5.54E-05	3.46E-05	0	0.000402646	5.50E-06	2.86E-05	9.67E-05	1.75E-05	4.10E-05	0	2.36E-05	0	0.00015668	0.000870733	0.002205523	0	0.000356264	9.80E-06	0	0	0	0	2.92E-05	0	0.000230291	0.000258186
Thioalkalivibrio_versutus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25E-07	2.05E-06	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	4.93E-07	0
Ectothiorhodospiraceae_bacterium_2226	1.02E-06	2.82E-06	0	1.65E-06	0	0	0	4.40E-07	0	0	0	0	0	0	0	0	0	0	1.53E-06	0	7.08E-06	0	0	6.89E-07	0	0	0	0	0	2.15E-05
Ectothiorhodospiraceae_bacterium_BW-2	6.15E-06	1.27E-05	1.00E-05	1.98E-05	5.04E-06	5.85E-06	5.86E-07	1.19E-05	2.12E-06	3.09E-06	2.07E-05	2.91E-06	2.77E-06	2.27E-06	4.10E-06	1.01E-05	5.74E-06	5.52E-05	3.42E-05	1.74E-05	2.21E-05	1.17E-05	1.31E-06	5.52E-06	4.85E-06	1.06E-05	3.83E-06	2.34E-06	1.43E-05	5.50E-05
Granulosicoccus_antarcticus	0.000423789	0.000726232	0.000364085	0.001045926	0.000359053	0.000425245	0.000442768	0.000270775	0.000807723	0.00146043	0.000412059	0.001930194	0.000500031	0.000528341	0.000661413	0.001422579	0.001433909	0.0003713	0.000324266	0.000415682	0.00041335	0.000267677	0.001017536	0.000536414	0.000426363	0.000391475	0.000658892	0.000602141	0.000262838	0.000418463
Granulosicoccus_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221151	0	0	0	0	0	0	0	0	0	0	0	1.30E-05	0	0
Sulfuriflexus_mobilis	0.000114787	0.000126209	0.000110746	8.02E-05	8.96E-05	0.000106444	3.81E-05	7.47E-05	6.05E-05	0.000268762	0.000107971	0.000108446	5.97E-05	6.95E-05	0.000224399	1.11E-05	0.000191133	0.000231778	0.000286478	0.000187113	0.000625858	1.71E-05	1.70E-05	3.59E-05	3.56E-05	0.00039249	4.07E-05	5.07E-05	0.000223387	0.000289034
Halothiobacillus_neapolitanus	0	4.94E-06	0	2.20E-06	3.53E-06	4.26E-06	3.23E-06	1.32E-06	0	0	7.02E-06	8.01E-06	3.52E-06	4.55E-06	0	8.17E-06	3.28E-06	9.68E-06	9.19E-06	1.90E-05	1.63E-05	0	0	0	0	0	2.73E-06	2.67E-06	0	1.81E-05
Halothiobacillus_sp._LS2	4.61E-06	4.23E-06	5.74E-07	1.65E-06	1.01E-06	1.60E-06	1.47E-06	2.20E-06	2.96E-06	9.27E-06	3.36E-06	6.55E-06	5.04E-07	1.62E-06	5.64E-06	4.81E-07	1.15E-05	9.68E-06	1.53E-06	3.36E-06	3.33E-06	5.07E-07	3.49E-06	3.45E-07	3.56E-06	2.54E-06	1.09E-06	3.34E-07	5.42E-06	6.04E-06
Guyparkeria_halophila	0	0	0	0	0	2.66E-06	0	0	0	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	7.38E-06
Sulfurivermis_fontis	0	0.000464648	1.21E-05	3.52E-05	0.000120859	7.18E-05	2.81E-05	0.000196927	3.43E-05	0.000115846	0.000104616	9.90E-05	0	4.52E-05	6.56E-05	7.84E-05	5.25E-05	0.0011475	0.000288521	0.000221846	0.000348347	1.15E-05	3.45E-05	2.55E-05	0	7.30E-05	1.97E-05	2.00E-05	5.97E-05	0.000502289
Wenzhouxiangella_marina	0	0	0	4.40E-06	0	6.92E-06	0	0	0	0	3.05E-07	0	0	0	0	0	8.20E-07	0	0	0	0	1.69E-07	0	0	0	0	1.64E-06	0	0	0
Wenzhouxiangella_sp._AB-CW3	1.02E-06	0	2.87E-07	5.50E-07	5.04E-07	0	0	0	0	7.72E-07	3.05E-07	0	0	0	0	0	0	5.69E-07	5.11E-07	2.24E-06	4.17E-07	0	4.37E-07	0	0	1.01E-06	0	0	0	0
Woeseia_oceani	0.00028543	0.000167809	6.25E-05	0.000109374	0.000347471	0.000461436	0.000180626	6.11E-05	0.000263599	0.000280347	4.45E-05	0.00026784	3.42E-05	0.001201927	0.000112199	0.000241824	0.000292852	7.06E-05	9.96E-05	0.000430247	5.50E-05	1.49E-05	0.00045835	0.000221323	0.000170998	0.000495936	0.000205784	0.000242659	0.000663258	9.32E-05
uncultured_Woeseiaceae_bacterium	6.51E-05	7.19E-05	1.12E-05	5.44E-05	5.19E-05	7.34E-05	1.14E-05	1.23E-05	6.77E-06	0.000101172	9.76E-06	8.95E-05	7.81E-06	1.40E-05	4.97E-05	1.87E-05	0.000114024	2.33E-05	3.06E-05	6.67E-05	2.00E-05	2.36E-06	2.31E-05	1.72E-05	2.00E-05	6.69E-05	1.97E-05	1.90E-05	4.64E-05	2.95E-05
Thiohalobacter_sp._COW1	5.59E-05	0.000673351	0.000119067	0.000163787	4.18E-05	7.13E-05	1.47E-05	0.001003978	1.73E-05	0.000105806	0.000298903	0.00014047	8.28E-05	1.79E-05	0.000172142	4.42E-05	0.000123047	0.001204447	0.000889563	8.18E-05	0.000807115	2.52E-05	2.27E-05	1.59E-05	1.39E-05	5.68E-05	1.75E-05	1.50E-05	8.53E-05	0.002443045
Thiohalobacter_thiocyanaticus	0	1.41E-06	0	0	0	0	0	0	1.27E-06	1.08E-05	0	2.18E-06	0	0	5.12E-06	1.92E-06	7.38E-06	0	0	0	8.33E-07	3.38E-07	0	0	0	4.06E-06	1.91E-06	0	0	5.36E-06
Chromatiales_bacterium	0	7.05E-07	0	0	0	0	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93E-07	0
uncultured_Chromatiales_bacterium_HF0200_41F04	2.05E-06	4.94E-06	0	0	1.51E-06	2.66E-06	0	0	1.69E-06	6.95E-06	3.05E-06	0	2.01E-06	0	0	0	0	0	0	1.18E-05	2.92E-06	0	0	0	0	0	0	1.34E-06	2.96E-06	0
Sodalis_glossinidius	5.12E-07	7.05E-07	0	1.65E-06	1.51E-06	2.13E-06	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	2.62E-06	0	3.23E-07	0	0	0	1.48E-06	0
Sodalis_praecaptivus	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	2.52E-07	0	2.05E-06	0	0	5.69E-07	0	0	0	0	0	0	0	0	0	0	0	0
Jinshanibacter_zhutongyuii	5.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leminorella_richardii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Atlantibacter_hermannii	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Hartigia_pinicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Cedecea_sp._FDAARGOS_727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-07	0	0	0	0	0	0
Citrobacter_farmeri	0	0	0	0	0	0	0	0	0	0	0	0	5.79E-06	0	0	0	0	0	0	0	2.50E-06	5.07E-07	0	0	0	0	0	0	0	0
Citrobacter_freundii	0.000347948	0	0	6.32E-05	0	6.17E-05	0	0	0	0	0	3.42E-05	0	0	0	0.001059122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_portucalensis	0	0	0	0	0	0	0	0	0	0	0	3.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp._LUTT5	0	0	0	0	0	0	0	0	0	0	8.85E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp._RHB35-C21	0	2.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0
Citrobacter_sp._RHBSTW-00696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000806382	0	0	0	0	0	0	0	0	0.000274379	0	0	0
Cronobacter_malonaticus	0	0	0	0	0	0	0	0	0	0	1.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cronobacter_sakazakii	3.59E-06	6.35E-06	0	0	0	0	0	0	2.54E-06	0	0	0	0	0	0	0	0	0	0	4.48E-06	0	0	0	0	0	0	0	0	0	0
Enterobacter_asburiae	0	0	0	0	2.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_bugandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_chengduensis	0	6.35E-06	0	8.24E-06	0	0	0	0	0	0.000101944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_chuandaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_cloacae	0	0.001011085	0.000796742	0.000286901	0	0	0	0.001771027	0	0	0.000851264	4.51E-05	0.000473342	0	7.74E-05	9.13E-06	0	0.00436904	0.003267687	0	0.000997539	8.26E-05	0	1.76E-05	0	2.28E-05	0	7.68E-06	0	0.002003793
Enterobacter_cloacae_complex_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_hormaechei	0	0.000124094	6.14E-05	0	0	0	0	0	0	0.000393104	0	7.50E-05	0	3.44E-05	0.00025104	0.000195671	0	0	0	0	0	0	0	0.000147204	0	0	0	0	0	0
Enterobacter_kobei	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_mori	0	0	2.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_roggenkampii	4.36E-05	2.40E-05	1.66E-05	0	0	0	0	0	0	0	0	0	0	0	1.69E-05	0	0	0	2.04E-05	0	2.75E-05	0	0	0	0	0	0	0	0	1.81E-05
Enterobacter_sp._RHB15-C17	0	0	5.74E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-06	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli	0.001807381	0.000640213	0.000490038	0.002785471	0.000123881	8.09E-05	7.01E-05	0.001807072	4.06E-05	0.000977739	0.001606452	0.000208158	0.000624913	3.15E-05	0.001272106	0.020122835	0.000114844	0.001732924	0.002057432	8.29E-05	0.004228917	0.000242851	0.00018334	3.34E-05	5.62E-05	0.000191681	8.61E-05	3.14E-05	0.000119337	0.000795348
Escherichia_fergusonii	0	0	0	0	0	0	0	0	0	0	2.14E-06	0	0	0	0	6.25E-06	0	0	0	0	0	8.44E-07	0	0	0	0	0	0	0	0
Jejubacter_calystegiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07E-07	0	0	0	0
Klebsiella_aerogenes	0	4.94E-06	0	1.15E-05	0	0	0	0	1.69E-06	4.48E-05	0	1.09E-05	0	0	6.15E-06	0.002292761	2.38E-05	0	0	0	0	0	0	0	0	0	2.46E-06	2.34E-06	0	0
Klebsiella_grimontii	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_michiganensis	0	0	7.46E-06	0	0	7.72E-05	0	0	0	4.17E-05	0	0	1.28E-05	0	0	0.001732191	0	0	0	0	0	1.05E-05	0	0	0	0	0	0	0	0
Klebsiella_oxytoca	0	3.24E-05	0	2.69E-05	0	0	0	0	0	0	0	1.16E-05	0	0	0	6.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae	0.000159369	7.47E-05	3.62E-05	0.000235787	7.10E-05	9.47E-05	5.40E-05	0.000126157	2.03E-05	0.000108895	8.02E-05	8.52E-05	7.75E-05	0	0.000139353	0.006742707	0	0.000521642	0.000515762	0.000290753	0.000170423	0.000213635	0.001011425	0	0	0	0	0.000180909	6.95E-05	4.56E-05
Klebsiella_quasipneumoniae	0	0	5.45E-06	0	0	0	0	0	0	0	1.13E-05	0	4.53E-06	0	0	2.69E-05	0	0.000100228	0	0	8.75E-06	0	0	0	0	0	0	0	2.02E-05	0.000107298
Klebsiella_sp._STW0522-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-05	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_variicola	0	0	0	0	0	0	0	0	0	0.000158323	0	0	0	0	1.74E-05	0	0.000113203	0	0	0	0	0	0	0	0	0	0	0	0	2.21E-05
Kluyvera_ascorbata	0	0	0	0	0	0	0	0	0	0	0	1.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera_intermedia	0	1.06E-05	0	2.80E-05	0	0	0	0	0	0.000291932	0	0.000258378	0	0	1.38E-05	0	4.51E-05	0	0	0	1.25E-06	0	0	0	0	0	0	0	0	0
Kosakonia_arachidis	5.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kosakonia_cowanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	9.86E-07	0
Kosakonia_radicincitans	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leclercia_adecarboxylata	0	0	4.02E-06	1.43E-05	0	0	0	1.45E-05	0	3.94E-05	0	0	0	0	6.15E-06	0	0	0	1.07E-05	0	0	0	0	0	0	2.08E-05	0	0	0	8.72E-06
Lelliottia_amnigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lelliottia_jeotgali	0	0	0	1.10E-06	0	0	0	0	0	1.93E-05	0	1.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lelliottia_sp._WB101	0	0	5.74E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plesiomonas_shigelloides	0	0	0	0	0	0	0	0	0	0	0	1.46E-06	0	3.25E-06	1.13E-05	0	4.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Pluralibacter_gergoviae	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06E-05	0	1.65E-05	0	0	0	0	0	0	0	0	0	0	0	0
Raoultella_planticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raoultella_terrigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02E-06
Salmonella_enterica	0.001524514	0.0090913	0.002210047	0.007477022	0.004159579	0	0.0008395	0.005527152	0.000764142	0.008051287	0.002185958	0.008188041	0.002101841	0	0.010077971	8.32E-05	0.000427384	0.003778491	0.006168212	0	0.007285705	0.000633643	0.001445766	0.000434371	0.001759113	0.010843158	0.000595489	0.001247006	0.005441183	0.038794317
Salmonella_sp._A7	0	0	0	9.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scandinavium_goeteborgense	1.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shigella_boydii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shigella_dysenteriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001208722	0	0	0	0	0	0	0	0	0	0	0
Enterobacteriaceae_endosymbiont_of_Macroplea_mutica	5.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plautia_stali_symbiont	0	0	0	0	0	1.60E-06	0	0	0	1.54E-06	0	0	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchnera_aphidicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-07	0	0	0	0	0	0	0	0
Erwinia_rhapontici	0	0	0	0	0	0	0	0	0	0	0	4.37E-06	0	0	0	0	4.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Mixta_theicola	5.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-06	0	0	0	0	0	0	0	0	0	0	0	1.34E-06
Pantoea_agglomerans	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75E-07	5.12E-07	0	0	0	0	1.12E-06	0	0	0	0	0	1.01E-06	0	0	0	1.34E-06
Pantoea_ananatis	0	2.82E-06	8.61E-07	0	0	0	0	0	0	1.54E-06	0	2.18E-06	0	0	0	4.81E-07	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Pantoea_dispersa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12E-07	0	5.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea_eucalypti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea_sp._PSNIH2	0	0	0	0	0.000623433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
